frequency,monetary,avg_order_value,frequency,unique_categories,unique_sellers,avg_review_score,late_delivery_ratio,avg_installments,max_installments,payment_method_count,preferred_payment_type,state,latitude,longitude,churn_label
1,141.24,70.62,1,2,2,5.0,0.0,1.0,1.0,1,boleto,MG,-19.74014045479232,-45.258611391789344,1
1,110.46,110.46,1,1,1,5.0,1.0,1.0,1.0,1,credit_card,SP,-23.03922707762593,-45.58113552488079,0
1,156.70000000000002,156.70000000000002,1,1,1,5.0,0.0,1.0,1.0,1,boleto,RJ,-22.42786681047897,-42.981344837144384,0
1,105.97,105.97,1,1,1,3.0,1.0,8.0,8.0,1,credit_card,ES,-20.23619426293042,-40.27185736220107,0
1,195.55,195.55,1,1,1,4.0,0.0,4.0,4.0,1,credit_card,SP,-22.80356789618051,-47.20507705389734,0
1,378.2,189.1,1,1,1,4.0,0.0,2.0,2.0,1,credit_card,SP,-23.55855740893871,-46.61713633276943,0
1,82.42,82.42,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SC,-26.96977353723949,-49.08188074931538,1
1,609.06,609.06,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SC,-27.655114048405384,-48.53115804446652,0
1,98.76,98.76,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SP,-23.605769679723828,-46.63379448008765,0
1,66.64,66.64,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.89753817002759,-43.59324645974834,1
1,148.68,74.34,1,1,1,4.0,0.0,1.0,1.0,1,voucher,RS,-29.18637919462509,-54.86745080825835,0
1,173.53,173.53,1,1,1,1.0,1.0,1.0,1.0,1,credit_card,RJ,-22.90493328147833,-43.17740835288146,0
1,70.07000000000001,70.07000000000001,1,1,1,3.0,0.0,7.0,7.0,1,credit_card,SP,-23.59456536779752,-46.75724787233764,0
1,32.72,32.72,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-19.458110967354493,-44.24812806575352,0
1,117.37,117.37,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RS,-29.61134910340765,-52.19338126352566,0
1,63.99,63.99,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,PR,-24.44872179887575,-50.7550521910396,0
1,65.13,65.13,1,1,1,5.0,0.0,1.0,1.0,1,voucher,SP,-23.62450714491691,-46.624461676468606,0
1,112.79,112.79,1,1,1,4.0,0.0,10.0,10.0,1,credit_card,RJ,-22.86902739598968,-43.55555140912614,0
1,119.02,119.02,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.58710536913071,-46.678849042290736,0
1,418.92,418.92,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,RN,-5.642927647264124,-37.25999196066567,1
1,71.64,71.64,1,1,1,5.0,0.0,1.0,1.0,1,boleto,RJ,-22.90944638719964,-43.18023952743163,1
1,128.73,128.73,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,MG,-20.37493775664545,-43.41818882661168,1
1,117.79,117.79,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,PR,-25.33367756434161,-49.26631111342844,0
1,293.36,293.36,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.54611459277292,-47.493423061110256,1
1,263.23,263.23,1,1,1,0.0,1.0,2.0,2.0,1,credit_card,PA,-1.349657293364552,-48.25646592192597,0
1,115.77,115.77,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.68234286842586,-46.58725661759577,0
1,146.23000000000002,146.23000000000002,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SC,-26.89628782384608,-49.23837869999024,1
1,305.01,305.01,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RJ,-22.02652690986052,-42.36704656911488,0
1,141.12,141.12,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.405227756030246,-46.4708101332688,1
1,112.62,112.62,1,1,1,1.0,0.0,2.0,2.0,1,credit_card,SP,-22.97423563713209,-49.88144404723527,0
1,197.84,197.84,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SP,-23.546804628238792,-46.53673145330869,1
1,33.230000000000004,33.230000000000004,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,GO,-14.31299998469152,-49.15365579404491,0
1,26.44,26.44,1,1,1,5.0,0.0,1.0,1.0,1,boleto,RJ,-22.88198093493808,-42.984803056182606,0
1,48.23,48.23,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-22.786567659941976,-50.21819226652511,0
1,36.46,36.46,1,1,1,4.0,0.0,3.0,3.0,1,credit_card,SP,-23.964672338527112,-46.34245770671684,0
1,204.27,204.27,1,1,1,1.0,0.0,2.0,2.0,1,credit_card,SP,-23.536047094959013,-47.46933594030023,0
1,363.95,363.95,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SP,-23.50765006746057,-46.45033164969161,0
1,99.8,99.8,1,1,1,1.0,0.0,3.0,3.0,1,credit_card,SP,-23.1165967197612,-47.23775015520105,0
1,99.22,99.22,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SP,-23.591713508851832,-46.89393781848005,1
1,53.9,53.9,1,1,1,1.0,1.0,5.0,5.0,1,credit_card,AL,-9.558199344563029,-35.73892734235368,0
1,119.51,119.51,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.51444160794881,-46.1923505919337,0
1,45.22,45.22,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-19.927260748646614,-43.94485660070069,0
1,33.75,33.75,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-21.243769353241003,-48.80481087256052,0
1,162.27,162.27,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,RJ,-22.90493328147833,-43.17740835288146,0
1,33.989999999999995,33.989999999999995,1,1,1,4.0,0.0,2.0,2.0,1,credit_card,SP,-23.49206728098309,-47.41096819655652,1
1,17.17,17.17,1,1,1,1.0,0.0,1.0,1.0,1,credit_card,SP,-23.571861656935862,-46.7227273850121,1
1,279.1,279.1,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SP,-23.627621004262824,-46.77844003211785,0
1,123.36,123.36,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.575730174844303,-46.72709494829189,1
1,72.75,72.75,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.48744733152899,-46.69565022940501,1
1,1322.97,1322.97,1,1,1,2.0,0.0,8.0,8.0,1,credit_card,RJ,-22.94531748082611,-43.185261886705625,0
1,313.5,313.5,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-21.05751690022324,-49.68942273137557,1
1,65.0,65.0,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,PR,-25.43401658480678,-49.297219284159816,1
2,233.7,77.9,2,1,2,4.666666666666667,0.0,1.0,1.0,2,credit_card,RJ,-22.89058092682951,-43.42061047133955,1
1,73.5,36.75,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.598381750882087,-46.54728603628103,1
1,84.58,84.58,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,RJ,-22.818635319814973,-43.03378619327647,0
1,67.98,67.98,1,1,1,5.0,0.0,6.0,6.0,1,credit_card,SP,-23.47196118500948,-46.63678187458331,0
1,197.41,197.41,1,1,1,4.0,0.0,4.0,4.0,1,credit_card,SP,-24.71556756221244,-47.88139884289713,1
1,103.42,103.42,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RJ,-23.02008701683627,-43.46440943108979,0
1,210.9,210.9,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,MG,-19.779069203765232,-47.93777933580009,0
1,156.87,156.87,1,1,1,5.0,0.0,7.0,7.0,1,credit_card,CE,-3.780440743132888,-38.58341922043972,1
1,98.56,98.56,1,1,1,1.0,1.0,1.0,1.0,1,boleto,RJ,-22.973312860894904,-43.68023017908583,1
1,284.13,284.13,1,1,1,5.0,0.0,1.0,1.0,1,debit_card,SP,-23.626275447566154,-46.730567883913366,0
1,702.41,702.41,1,1,1,1.0,0.0,7.0,7.0,1,credit_card,SP,-21.2003188296746,-47.80235431595072,0
1,122.34,122.34,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-21.950693746413016,-48.00206978588495,1
1,3256.14,1628.07,1,1,1,1.0,0.0,3.0,3.0,1,credit_card,SP,-23.643892818381683,-46.75963343527629,0
1,85.24,85.24,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,RJ,-22.97517107056021,-43.24357160448603,1
2,311.27,155.635,2,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.157404732730136,-46.91626595238439,1
1,106.38,106.38,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SC,-28.71565981519538,-49.299383155192295,1
1,81.5,40.75,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.5989801289994,-46.55261921368769,0
1,29.86,29.86,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.63112861235661,-46.49663224191612,0
1,72.14,72.14,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,ES,-20.862547934460142,-40.93472847864361,1
1,70.72,70.72,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.839292990749296,-46.70723356457987,1
1,56.69,56.69,1,1,1,1.0,1.0,1.0,1.0,1,boleto,SC,-27.09551997997181,-52.63250603978279,1
1,196.92,196.92,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RJ,-22.52331580528785,-41.94510334245088,0
1,98.94,98.94,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,RJ,-22.895331415981225,-42.93224003464145,0
1,48.22,48.22,1,1,1,4.0,0.0,1.0,1.0,1,boleto,ES,-20.850833130667286,-41.10563923745024,0
1,68.23,68.23,1,1,1,1.0,0.0,2.0,2.0,1,credit_card,RJ,-22.7863614383524,-43.43136694220132,0
1,34.68,34.68,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.498805124868884,-46.8314433733296,0
1,104.79,104.79,1,1,1,5.0,0.0,10.0,10.0,1,credit_card,MG,-19.728684104266936,-47.93589024838246,0
1,44.72,44.72,1,1,1,5.0,0.0,1.0,1.0,1,debit_card,SP,-23.55365603688617,-46.62963604053032,1
1,153.73,153.73,1,1,1,4.0,0.0,2.0,2.0,1,credit_card,RS,-30.033142787652327,-51.231702606101365,1
1,28.31,28.31,1,1,1,1.0,1.0,1.0,1.0,1,boleto,SP,-23.474504652952945,-46.54441652537344,0
1,58.79,58.79,1,1,1,3.0,0.0,2.0,2.0,1,credit_card,RJ,-20.966532635341125,-42.04147745238675,0
1,804.33,804.33,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-23.53784040905726,-46.67670554798071,1
1,49.510000000000005,49.510000000000005,1,1,1,4.0,0.0,4.0,4.0,1,credit_card,SP,-23.216957492424097,-45.90767694131739,1
1,213.67,213.67,1,1,1,4.0,1.0,4.0,4.0,1,credit_card,BA,-12.265750015353127,-38.94270041028136,1
1,163.89,163.89,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,ES,-20.852470737118782,-41.11860083741324,0
2,1381.41,153.49,2,1,1,1.0,0.0,1.0,1.0,1,boleto,MG,-21.5378584849691,-43.01147595908101,0
1,199.64,199.64,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SP,-23.453497630299413,-45.093703696151486,1
1,65.71000000000001,65.71000000000001,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SP,-23.51520952755197,-46.59289291334108,1
1,262.69,262.69,1,1,1,4.0,1.0,1.0,1.0,1,credit_card,TO,-10.18806146563439,-48.32034367060547,0
1,48.28,48.28,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,SP,-23.960009969641906,-46.37289280586676,0
1,55.0,55.0,1,1,1,5.0,0.0,1.0,1.0,1,boleto,RJ,-22.88658954537769,-43.830740591281824,1
1,44.09,44.09,1,1,1,3.0,1.0,2.0,2.0,1,credit_card,MG,-19.90396943816694,-44.08472166095744,0
1,23.28,23.28,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.225880409887527,-45.88754843700765,0
1,48.52,48.52,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-21.24490645098592,-44.99890204046053,1
1,195.63,195.63,1,1,1,5.0,1.0,1.0,1.0,1,boleto,DF,-15.815627839007828,-47.98697183039364,0
1,130.82999999999998,130.82999999999998,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-20.794119855219662,-49.36508501869369,0
1,260.27,260.27,1,1,1,1.0,1.0,8.0,8.0,1,credit_card,AL,-9.624252520907804,-35.73375190299796,0
1,86.02000000000001,86.02000000000001,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.646789104523737,-46.643850013648496,1
1,108.0,108.0,1,1,1,4.0,0.0,10.0,10.0,1,credit_card,MG,-19.893868712131443,-43.90335857820652,1
1,91.02,45.51,1,1,1,2.0,0.0,1.0,1.0,1,boleto,RS,-28.387887512074148,-53.9162054786276,0
1,73.44,73.44,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.12287284115316,-46.56074467248816,1
1,68.55,68.55,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,ES,-19.3922772170972,-40.04831165467508,0
1,72.84,72.84,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.13616058232984,-46.46885246046591,1
1,86.22,86.22,1,1,1,3.0,0.0,1.0,1.0,1,boleto,RJ,-22.8692920879689,-43.31885180679637,1
1,87.64,87.64,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-19.63095240053861,-43.22233678919264,1
1,103.75,103.75,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,MG,-18.893654910658668,-48.24996955817887,0
1,87.64,87.64,1,1,1,5.0,0.0,1.0,1.0,1,boleto,MG,-18.6297610939662,-48.188794000566965,1
2,82.97,82.97,2,1,1,5.0,0.0,9.0,10.0,1,credit_card,SP,-23.471925036949354,-46.31104225923635,1
1,203.53,203.53,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.59641901589665,-46.414757206313126,0
1,100.35,100.35,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,PA,-1.4546377245451794,-48.48759795509286,1
1,95.76,95.76,1,1,1,4.0,0.0,3.0,3.0,1,credit_card,SP,-23.46323515510949,-46.51845847690557,0
1,93.81,93.81,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.522632291585587,-46.19590510039435,0
1,183.2,91.6,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SC,-27.41903051206309,-48.426426723999576,0
1,97.92,97.92,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.085405581209343,-46.95942495812096,1
1,73.15,73.15,1,1,1,5.0,0.0,1.0,1.0,1,boleto,ES,-20.349430727951567,-40.30679634470663,1
1,290.68,145.34,1,1,1,5.0,0.0,1.0,1.0,1,boleto,GO,-16.05921602881016,-48.00120044838042,0
1,133.57999999999998,133.57999999999998,1,1,1,3.0,0.0,4.0,4.0,1,credit_card,SP,-22.655407551662456,-50.42568305325905,0
1,69.12,69.12,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MT,-9.966935531617258,-55.82384690566573,1
1,331.58000000000004,165.79000000000002,1,1,1,1.0,0.0,1.0,1.0,1,boleto,SP,-20.78879196886909,-48.33036549086208,1
1,147.70000000000002,147.70000000000002,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RJ,-22.94892485408578,-43.192168609686206,0
1,68.02,68.02,1,1,1,4.0,0.0,2.0,2.0,1,credit_card,SC,-27.09927412152184,-52.60861176457626,1
1,369.61,369.61,1,1,1,5.0,0.0,1.0,1.0,1,boleto,PA,-3.76596302858074,-49.6746837632682,0
1,35.77,35.77,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.265774702374863,-47.29960279428555,1
1,89.58000000000001,89.58000000000001,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.523876574419603,-46.69456590560753,0
1,241.73,241.73,1,1,1,4.0,0.0,1.0,1.0,1,boleto,ES,-19.394051713593832,-40.06771757948438,1
1,44.1,44.1,1,1,1,5.0,0.0,1.0,1.0,1,boleto,MG,-19.890505121470905,-43.999530839762926,1
1,55.0,55.0,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,MG,-16.363524491793743,-46.89551908336246,1
1,189.98,94.99,1,1,1,1.0,0.0,6.0,6.0,1,credit_card,BA,-12.947890075092335,-38.40636965150639,1
1,235.41,235.41,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-22.97261381202046,-47.12661501039717,0
1,86.15,86.15,1,1,1,4.0,0.0,4.0,4.0,1,credit_card,RS,-30.01377000560079,-51.19043716419824,0
1,151.6,151.6,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,MG,-19.88503814271429,-43.90923613335291,0
1,49.6,49.6,1,1,1,5.0,0.0,4.0,4.0,1,credit_card,RJ,-22.2080414371208,-42.847116560837925,1
1,141.23000000000002,141.23000000000002,1,1,1,1.0,1.0,3.0,3.0,1,credit_card,SP,-23.631215149340388,-46.46581698251822,1
1,108.46,108.46,1,1,1,5.0,0.0,1.0,1.0,1,debit_card,PR,-22.85308247134517,-51.02627200366311,0
1,104.14,104.14,1,1,1,4.0,0.0,1.0,1.0,1,debit_card,SP,-22.85977105506692,-47.03837376855871,0
1,197.44,197.44,1,1,1,3.0,0.0,1.0,1.0,1,boleto,MG,-19.915223373020947,-43.917264186651245,0
1,75.08,75.08,1,1,1,5.0,0.0,1.0,1.0,1,boleto,PR,-25.505953443796365,-49.30065769714725,1
1,44.29,44.29,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,ES,-20.0292306401837,-40.74832030758146,1
1,35.21,35.21,1,1,1,4.0,0.0,3.0,3.0,1,credit_card,PR,-25.490156819212228,-49.3022318506541,0
1,96.33,96.33,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SE,-10.942368320789228,-37.07170743214287,1
1,331.96,331.96,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,RJ,-22.74553900418642,-43.4441161812771,1
1,0.0,0.0,1,0,0,1.0,0.0,1.0,1.0,1,boleto,SP,-22.93763668231932,-47.06109818534649,1
1,77.89,77.89,1,1,1,4.0,0.0,3.0,3.0,1,credit_card,BA,-12.989205043327871,-38.48723859085749,1
1,289.02,96.34,1,1,1,1.0,1.0,2.0,2.0,1,credit_card,PA,-1.4283757364586966,-48.44935290285319,0
1,195.91,195.91,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.43344911591481,-46.40520916987291,0
1,157.10000000000002,157.10000000000002,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.637074331207906,-46.52802312847082,0
1,109.26,109.26,1,1,1,1.0,1.0,1.0,1.0,1,boleto,MG,-21.24490645098592,-44.99890204046053,0
1,38.37,38.37,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.24477072501418,-45.91425456955582,0
1,119.84,119.84,1,1,1,4.0,0.0,5.0,5.0,1,credit_card,MG,-20.25228171454984,-43.80049969027338,1
1,90.44,45.22,1,1,1,5.0,0.0,6.0,6.0,1,credit_card,SP,-22.727191635882733,-47.31666096668443,0
1,36.94,36.94,1,1,1,1.0,0.0,3.0,3.0,1,credit_card,CE,-3.758769192984031,-38.56762553282744,0
1,215.81,107.905,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-23.70316693834661,-46.563661576126414,0
2,617.97,205.99,2,1,2,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.533772555182345,-46.64819720266783,1
1,95.31,95.31,1,1,1,4.0,0.0,1.0,1.0,1,credit_card,SC,-26.99275228325292,-48.6319764983437,1
1,80.89,80.89,1,1,1,4.0,0.0,3.0,3.0,1,credit_card,MG,-19.96194144024734,-43.4106149135195,0
1,125.42,125.42,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,DF,-15.86240023573752,-48.079914898705695,1
1,136.64,136.64,1,1,1,4.0,0.0,4.0,4.0,1,credit_card,SP,-21.9965216557628,-49.45442298624277,0
1,67.03999999999999,67.03999999999999,1,1,1,3.0,0.0,1.0,1.0,1,boleto,RS,-30.04626383763463,-52.8904628322772,1
1,71.55,71.55,1,1,1,5.0,0.0,1.0,1.0,1,boleto,MG,-20.28800218524617,-45.541375668426845,1
2,441.05,220.525,2,2,2,4.333333333333333,0.0,1.0,1.0,2,voucher,SP,-23.169423079351155,-46.88676999395853,1
1,116.04,116.04,1,1,1,3.0,0.0,1.0,1.0,1,boleto,RJ,-22.66196539604877,-43.29470498820647,1
1,31.38,31.38,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-22.9752376089494,-47.00217717043565,0
1,67.09,67.09,1,1,1,1.0,0.0,2.0,2.0,1,credit_card,RS,-29.736182473643705,-51.16860843256983,1
1,72.68,72.68,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-22.43954726391315,-46.95303257175882,1
1,194.89,194.89,1,1,1,1.0,1.0,1.0,1.0,1,credit_card,BA,-13.004200594696137,-38.51828023433679,0
1,40.76,40.76,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.08610997100997,-48.93123599244047,0
1,257.02,128.51,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.65134687248248,-46.70068453129461,1
1,142.92,142.92,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SP,-23.96166158044984,-46.33369930387365,1
1,136.77,136.77,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.57686206174864,-46.64684109053443,0
1,205.31,205.31,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,RS,-30.033142787652327,-51.231702606101365,0
1,79.33,79.33,1,1,1,3.0,0.0,3.0,3.0,1,credit_card,SP,-23.53641061350504,-46.54235016011789,1
1,34.42,34.42,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SC,-26.847710018870902,-52.986919104124375,1
1,134.82999999999998,134.82999999999998,1,1,1,5.0,0.0,3.0,3.0,1,credit_card,SP,-23.16602174492435,-47.74685132764185,1
1,209.11,209.11,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.93644396052492,-43.18199619725172,0
1,137.71,137.71,1,1,1,5.0,0.0,1.0,1.0,1,boleto,CE,-3.738816156504715,-38.495972481054224,1
9,1172.67,83.76214285714286,9,5,10,2.642857142857143,0.0714285714285714,7.571428571428571,10.0,1,credit_card,SP,-24.008185076975675,-46.41921155863092,0
1,119.88,119.88,1,1,1,3.0,0.0,1.0,1.0,1,boleto,SP,-23.58662356769814,-46.64398809541935,0
1,72.18,72.18,1,1,1,5.0,0.0,1.0,1.0,1,debit_card,RJ,-22.40738658911548,-41.83984478766387,0
1,53.79,53.79,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,SE,-10.971960184554868,-37.0679014924862,1
1,33.62,33.62,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.72468189106121,-46.53677591953824,0
2,314.39,157.195,2,2,2,3.0,0.0,8.0,8.0,1,credit_card,PA,-5.046689949820295,-48.59991158935672,1
1,94.76,94.76,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.56247964619285,-46.69410571847306,0
1,60.31,60.31,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,GO,-16.738436770680952,-49.244972438766126,0
1,452.81,452.81,1,1,1,4.0,0.0,9.0,9.0,1,credit_card,SP,-23.571466064265792,-48.0357478304933,1
1,127.63,127.63,1,1,1,4.0,0.0,10.0,10.0,1,credit_card,SP,-23.708703763530337,-46.52836197812304,1
1,67.6,67.6,1,1,1,1.0,0.0,6.0,6.0,1,credit_card,RS,-27.85303528404013,-53.778053020786274,1
1,68.57000000000001,68.57000000000001,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.596557320542768,-46.4353798590812,0
1,182.61,182.61,1,1,1,1.0,0.0,8.0,8.0,1,credit_card,GO,-16.837124215500637,-49.536355619470434,0
1,48.78,48.78,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.56898386676989,-46.98675890796004,0
1,81.91,81.91,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-22.95833418178912,-49.86358589346775,0
1,110.77,110.77,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,RJ,-22.931006872545307,-43.689099106167085,0
1,30.1,30.1,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.9004317648176,-43.28645639702027,0
1,194.12,194.12,1,1,1,3.0,0.0,1.0,1.0,1,boleto,GO,-17.740122740031943,-48.61930588100696,0
1,135.62,135.62,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.5529364926659,-46.85086479244175,0
1,236.81,236.81,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.54279213462793,-46.70243102220876,0
1,76.78,76.78,1,1,1,4.0,0.0,1.0,1.0,1,boleto,SP,-23.55354243180457,-46.745489047142,1
1,30.53,30.53,1,1,1,4.0,0.0,1.0,1.0,1,boleto,PE,-8.14367604186283,-34.908859603648914,0
1,153.9,153.9,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-22.853025699859607,-45.25021091003281,1
1,25.1,25.1,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.94892485408578,-43.192168609686206,1
1,204.52,204.52,1,1,1,2.0,0.0,4.0,4.0,1,credit_card,RJ,-22.976874696657912,-43.190334986142645,1
1,117.57,117.57,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,SP,-23.670627123893937,-46.45077859807315,0
1,77.08,77.08,1,1,1,3.0,1.0,3.0,3.0,1,credit_card,SC,-26.5438682761556,-49.15230164211716,0
1,35.34,35.34,1,1,1,4.0,1.0,2.0,2.0,1,credit_card,SP,-23.63339794766445,-46.74649284869335,1
1,197.8,197.8,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RJ,-22.931006872545307,-43.689099106167085,0
1,97.87,97.87,1,1,1,5.0,0.0,9.0,9.0,1,credit_card,AL,-8.968665064417893,-35.925858943291715,1
1,411.21,411.21,1,1,1,1.0,0.0,7.0,7.0,1,credit_card,RS,-28.305213728523263,-54.26482217429852,1
1,95.21,95.21,1,1,1,4.0,0.0,2.0,2.0,1,credit_card,RJ,-22.91136099891648,-43.06871705751951,1
1,166.8,166.8,1,1,1,3.0,0.0,5.0,5.0,1,credit_card,PR,-22.72472678153753,-52.623132914475306,1
1,81.69,81.69,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,SP,-21.96996348580299,-46.77383720440194,1
1,142.82999999999998,47.60999999999999,1,1,1,5.0,0.0,7.0,7.0,1,credit_card,SP,-23.17859126652457,-45.82375339445144,0
1,36.85,36.85,1,1,1,5.0,0.0,1.0,1.0,1,credit_card,RS,-30.703658956630644,-52.1082190411648,0
1,476.85,476.85,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-23.622212844343505,-46.68133165297796,0
1,285.81,285.81,1,1,1,5.0,0.0,8.0,8.0,1,credit_card,RJ,-22.436509489809367,-42.98078974676869,0
1,51.33,51.33,1,1,1,5.0,0.0,5.0,5.0,1,credit_card,PR,-25.46751391576888,-49.24296034791608,0
1,29.33,29.33,1,1,1,5.0,0.0,2.0,2.0,1,credit_card,SP,-23.64169866193504,-46.75231824373689,1
1,113.33,113.33,1,1,1,5.0,0.0,1.0,1.0,1,boleto,SP,-22.649975597714988,-44.577827382273234,0
1,140.66,140.66,1,1,1,4.0,0.0,1.0,1.0,1,voucher,MG,-19.748524964815964,-47.936414060346834,0
1,148.85,74.425,1,1,2,2.0,0.0,1.0,1.0,1,boleto,MG,-19.95400543865616,-43.93067098331156,0
1,419.04,419.04,1,1,1,4.0,0.0,8.0,8.0,1,credit_card,RJ,-22.906629659072845,-43.56664268066649,1
